batsman,bowler,inning,batsman_runs,is_wicket
Z Khan,IK Pathan,5,2,0
A Ashish Reddy,BW Hilfenhaus,4,2,1
A Ashish Reddy,Imran Tahir,4,2,0
A Ashish Reddy,PP Chawla,4,2,0
A Chopra,GD McGrath,4,2,0
A Choudhary,AR Patel,4,2,0
A Kumble,RP Singh,4,2,0
A Mishra,B Lee,4,2,0
A Mithun,R Ashwin,4,2,0
A Symonds,A Nehra,4,2,0
A Symonds,B Akhil,4,2,0
A Symonds,BA Bhatt,4,2,0
A Symonds,R Sharma,4,2,0
AB Agarkar,AB McDonald,4,2,0
AB Dinda,DJ Bravo,4,2,0
AB McDonald,DE Bollinger,4,2,1
AB McDonald,DJ Hussey,4,2,0
AB de Villiers,YA Abdulla,4,2,0
AC Blizzard,Bipul Sharma,4,2,0
AC Gilchrist,JR Hopes,4,2,0
AC Voges,S Ladda,4,2,0
AD Mathews,Rashid Khan,4,2,0
AD Mathews,SW Tait,4,2,0
AD Nath,GC Viljoen,4,2,1
AG Paunikar,Iqbal Abdulla,4,2,1
AJ Finch,Arshdeep Singh,4,2,0
AJ Finch,Bipul Sharma,4,2,0
AJ Finch,SN Thakur,4,2,0
AJ Tye,SP Narine,4,2,0
AJ Tye,TA Boult,4,2,1
AJ Tye,TM Head,4,2,0
AL Menaria,DE Bollinger,4,2,1
AL Menaria,P Negi,4,2,1
AM Nayar,RA Jadeja,4,2,0
AM Rahane,JPR Scantlebury-Searles,4,2,0
AM Rahane,NLTC Perera,4,2,0
AP Tare,YS Chahal,4,2,0
AR Bawne,SP Narine,4,2,0
AR Patel,BCJ Cutting,4,2,0
AR Patel,C de Grandhomme,4,2,0
AR Patel,DJ Hooda,4,2,0
AR Patel,PJ Cummins,4,2,0
AR Patel,T Natarajan,4,2,0
AS Raut,DW Steyn,4,2,0
AS Raut,Harbhajan Singh,4,2,0
AS Raut,R Bhatia,4,2,1
AS Yadav,A Kumble,4,2,0
AS Yadav,Mohammad Hafeez,4,2,0
AT Rayudu,BAW Mendis,4,2,0
AT Rayudu,SMSM Senanayake,4,2,0
AT Rayudu,SN Thakur,4,2,0
AUK Pathan,Azhar Mahmood,4,2,0
Abdul Samad,AR Patel,4,2,0
Abdul Samad,M Ashwin,4,2,0
Abhishek Sharma,JL Pattinson,4,2,0
Abhishek Sharma,S Dube,4,2,1
Ankit Sharma,AJ Tye,4,2,1
Ankit Sharma,YS Chahal,4,2,0
Anureet Singh,R Ashwin,4,2,0
B Akhil,Harbhajan Singh,4,2,0
B Chipli,B Kumar,4,2,0
B Chipli,JA Morkel,4,2,1
B Chipli,JJ van der Wath,4,2,0
B Lee,PP Ojha,4,2,0
BA Stokes,MJ Santner,4,2,0
BA Stokes,Mohammed Siraj,4,2,0
BB McCullum,Rashid Khan,4,2,1
BB Sran,AD Russell,4,2,0
BB Sran,AS Rajpoot,4,2,0
BCJ Cutting,R Ashwin,4,2,1
BJ Hodge,DT Christian,4,2,0
BJ Hodge,JD Ryder,4,2,0
BJ Hodge,Kamran Khan,4,2,0
BJ Rohrer,R Ashwin,4,2,0
BJ Rohrer,R Sharma,4,2,0
BMAJ Mendis,R Ashwin,4,2,0
Basil Thampi,MJ McClenaghan,4,2,0
C Munro,Mohammad Nabi,4,2,0
C de Grandhomme,KK Ahmed,4,2,0
C de Grandhomme,MM Sharma,4,2,0
CA Lynn,Anureet Singh,4,2,0
CA Lynn,KV Sharma,4,2,0
CA Pujara,DT Christian,4,2,0
CH Gayle,AJ Tye,4,2,1
CH Gayle,GR Napier,4,2,0
CH Gayle,HF Gurney,4,2,0
CH Gayle,T Natarajan,4,2,0
CH Morris,S Aravind,4,2,0
CJ Ferguson,DW Steyn,4,2,0
CL White,I Sharma,4,2,0
CL White,LPC Silva,4,2,0
CL White,RV Gomez,4,2,0
CM Gautam,MG Johnson,4,2,0
CR Brathwaite,MP Stoinis,4,2,0
CR Woakes,CH Morris,4,2,0
CRD Fernando,DE Bollinger,4,2,0
CV Varun,CH Morris,4,2,0
DA Miller,DL Vettori,4,2,0
DA Miller,SK Raina,4,2,0
DAJ Bracewell,Z Khan,4,2,0
DB Das,BA Bhatt,4,2,0
DB Das,P Kumar,4,2,0
DB Ravi Teja,RR Raje,4,2,0
DJ Bravo,AS Roy,4,2,0
DJ Bravo,Ankit Sharma,4,2,0
DJ Bravo,BB Sran,4,2,2
DJ Bravo,DR Smith,4,2,0
DJ Bravo,SP Narine,4,2,0
DJ Bravo,STR Binny,4,2,0
DJ Hooda,Yuvraj Singh,4,2,0
DJ Hussey,B Lee,4,2,0
DJ Jacobs,AL Menaria,4,2,0
DJ Thornely,DNT Zoysa,4,2,0
DJG Sammy,Mohammed Shami,4,2,0
DJG Sammy,YK Pathan,4,2,0
DJM Short,Avesh Khan,4,2,0
DL Chahar,Shakib Al Hasan,4,2,0
DL Vettori,SP Narine,4,2,0
DL Vettori,TG Southee,4,2,0
DPMD Jayawardene,AD Mascarenhas,4,2,0
DR Smith,MF Maharoof,4,2,0
DR Smith,VY Mahesh,4,2,1
DS Kulkarni,RG Sharma,4,2,0
DT Christian,DS Kulkarni,4,2,1
DT Christian,M Morkel,4,2,0
DT Christian,Mohammed Shami,4,2,1
DT Christian,WD Parnell,4,2,0
DW Steyn,F du Plessis,4,2,0
E Lewis,AD Russell,4,2,2
EJG Morgan,AF Milne,4,2,0
EJG Morgan,Abhishek Sharma,4,2,0
EJG Morgan,KH Pandya,4,2,0
ER Dwivedi,CJ Jordan,4,2,0
F du Plessis,I Udana,4,2,0
FY Fazal,DR Smith,4,2,0
FY Fazal,WPUJC Vaas,4,2,0
G Gambhir,MR Marsh,4,2,1
G Gambhir,TM Head,4,2,0
GC Smith,RA Jadeja,4,2,1
GC Viljoen,K Rabada,4,2,1
GH Vihari,MJ McClenaghan,4,2,0
GH Vihari,RG Sharma,4,2,0
GH Vihari,SM Curran,4,2,0
GH Vihari,TM Dilshan,4,2,0
GJ Bailey,JD Unadkat,4,2,0
GJ Maxwell,BAW Mendis,4,2,0
Gurkeerat Singh,AR Patel,4,2,0
Gurkeerat Singh,GB Hogg,4,2,0
Gurkeerat Singh,K Rabada,4,2,0
Gurkeerat Singh,S Lamichhane,4,2,0
HH Gibbs,MF Maharoof,4,2,0
HH Gibbs,UT Yadav,4,2,0
HH Gibbs,YK Pathan,4,2,1
HH Pandya,JP Faulkner,4,2,0
HH Pandya,Shivam Mavi,4,2,0
HM Amla,P Negi,4,2,0
HV Patel,V Pratap Singh,4,2,0
Harbhajan Singh,JH Kallis,4,2,0
Harbhajan Singh,MM Patel,4,2,0
IK Pathan,JDP Oram,4,2,0
IK Pathan,M Kartik,4,2,0
IK Pathan,Shoaib Ahmed,4,2,0
IR Jaggi,S Kaul,4,2,0
Iqbal Abdulla,CH Morris,4,2,0
Iqbal Abdulla,P Kumar,4,2,0
J Botha,AR Patel,4,2,0
J Botha,IK Pathan,4,2,0
J Botha,M Kartik,4,2,0
J Botha,R Sharma,4,2,1
J Botha,TM Dilshan,4,2,0
J Suchith,MA Starc,4,2,0
J Suchith,YS Chahal,4,2,1
J Syed Mohammad,AB Dinda,4,2,0
J Theron,Azhar Mahmood,4,2,0
J Yadav,SR Watson,4,2,0
JA Morkel,D Salunkhe,4,2,0
JA Morkel,TL Suman,4,2,0
JC Archer,CH Morris,4,2,1
JC Archer,RA Jadeja,4,2,0
JC Buttler,KC Cariappa,4,2,0
JC Buttler,TU Deshpande,4,2,0
JD Ryder,AD Mascarenhas,4,2,1
JD Unadkat,AS Rajpoot,4,2,1
JE Taylor,JA Morkel,4,2,0
JEC Franklin,JP Duminy,4,2,0
JJ Bumrah,SN Thakur,4,2,0
JP Faulkner,Rashid Khan,4,2,0
JR Hopes,PP Ojha,4,2,0
K Goel,CH Gayle,4,2,0
K Gowtham,AD Russell,4,2,0
K Rabada,JO Holder,4,2,0
K Rabada,KH Pandya,4,2,0
KA Pollard,A Singh,4,2,0
KA Pollard,HF Gurney,4,2,0
KB Arun Karthik,PC Valthaty,4,2,0
KB Arun Karthik,SW Tait,4,2,0
KC Cariappa,Sachin Baby,4,2,0
KC Sangakkara,MG Johnson,4,2,0
KD Karthik,A Chandila,4,2,0
KD Karthik,B Akhil,4,2,1
KK Cooper,AR Patel,4,2,1
KK Cooper,KV Sharma,4,2,0
KK Nair,GJ Maxwell,4,2,0
KK Nair,K Gowtham,4,2,0
KL Nagarkoti,A Nortje,4,2,0
KL Rahul,Basil Thampi,4,2,0
KM Jadhav,M de Lange,4,2,0
KM Jadhav,Mohammed Siraj,4,2,0
KM Jadhav,Parvez Rasool,4,2,0
KM Jadhav,SK Warne,4,2,1
KP Pietersen,SK Trivedi,4,2,0
KS Williamson,KW Richardson,4,2,0
KS Williamson,RP Singh,4,2,0
KV Sharma,AR Patel,4,2,0
KV Sharma,J Suchith,4,2,0
KW Richardson,JA Morkel,4,2,0
LPC Silva,DJ Thornely,4,2,0
LR Shukla,MM Patel,4,2,0
LRPL Taylor,SM Pollock,4,2,0
M Kaif,AM Nayar,4,2,0
M Kaif,R Ashwin,4,2,0
M Kaif,WPUJC Vaas,4,2,0
M Kartik,SR Watson,4,2,0
M Kartik,STR Binny,4,2,0
M Morkel,PP Ojha,4,2,0
M Morkel,RA Jadeja,4,2,0
M Vijay,AS Roy,4,2,0
M Vijay,J Yadav,4,2,0
M Vijay,L Balaji,4,2,0
M Vohra,KV Sharma,4,2,0
M Vohra,Yuvraj Singh,4,2,1
MA Agarwal,SK Trivedi,4,2,0
MA Khote,IK Pathan,4,2,0
MC Henriques,TM Dilshan,4,2,0
MC Juneja,BA Bhatt,4,2,0
MF Maharoof,BAW Mendis,4,2,0
MG Johnson,GJ Maxwell,4,2,0
MJ Clarke,PP Ojha,4,2,0
MJ Guptill,DS Kulkarni,4,2,0
MK Pandey,A Ashish Reddy,4,2,0
MK Pandey,BW Hilfenhaus,4,2,0
MK Pandey,RG More,4,2,0
MK Pandey,RS Bopara,4,2,0
MK Pandey,S Lamichhane,4,2,0
MK Tiwary,MK Lomror,4,2,0
MK Tiwary,R Rampaul,4,2,0
ML Hayden,AN Ahmed,4,2,0
MM Patel,WPUJC Vaas,4,2,0
MM Sharma,MM Ali,4,2,1
MN Samuels,A Zampa,4,2,0
MN van Wyk,ST Jayasuriya,4,2,0
MP Stoinis,IS Sodhi,4,2,0
MS Dhoni,AC Voges,4,2,0
MS Gony,VY Mahesh,4,2,0
MV Boucher,LR Shukla,4,2,0
MV Boucher,MS Gony,4,2,1
MV Boucher,SB Styris,4,2,0
Mandeep Singh,S Dhawan,4,2,0
Mohammad Ashraful,AM Salvi,4,2,0
Mohammed Shami,JD Unadkat,4,2,1
Mujeeb Ur Rahman,S Kaul,4,2,0
N Jagadeesan,I Udana,4,2,0
N Rana,LE Plunkett,4,2,0
N Saini,RJ Peterson,4,2,0
NLTC Perera,BB Sran,4,2,0
NLTC Perera,CJ Jordan,4,2,1
NLTC Perera,GJ Maxwell,4,2,0
NLTC Perera,R Bhatia,4,2,0
NLTC Perera,R Dhawan,4,2,0
NV Ojha,Bipul Sharma,4,2,0
Niraj Patel,ST Jayasuriya,4,2,0
OA Shah,UT Yadav,4,2,1
P Dogra,R McLaren,4,2,0
P Dogra,ST Jayasuriya,4,2,0
P Dogra,UT Yadav,4,2,0
P Kumar,CH Morris,4,2,0
P Kumar,DR Smith,4,2,0
P Negi,AJ Tye,4,2,0
P Negi,K Gowtham,4,2,0
P Negi,Z Khan,4,2,0
PA Patel,A Zampa,4,2,0
PA Patel,AM Salvi,4,2,0
PA Patel,PV Tambe,4,2,1
PA Patel,Y Nagar,4,2,0
PC Valthaty,R Sharma,4,2,1
PK Garg,CJ Jordan,4,2,0
PK Garg,CV Varun,4,2,0
PK Garg,K Rabada,4,2,0
PK Garg,TA Boult,4,2,0
PP Chawla,AC Thomas,4,2,0
PP Chawla,DL Vettori,4,2,0
PP Chawla,SN Thakur,4,2,1
PP Shaw,L Ngidi,4,2,0
PSP Handscomb,TG Southee,4,2,0
PV Tambe,MA Starc,4,2,0
Parvez Rasool,MM Sharma,4,2,0
Parvez Rasool,Mustafizur Rahman,4,2,0
Q de Kock,Y Venugopal Rao,4,2,0
R Ashwin,JO Holder,4,2,1
R Ashwin,MM Sharma,4,2,0
R Ashwin,WA Mota,4,2,0
R Ashwin,Yuvraj Singh,4,2,0
R Bhatia,Azhar Mahmood,4,2,0
R Bhatia,KV Sharma,4,2,0
R Dravid,WPUJC Vaas,4,2,0
R McLaren,V Kohli,4,2,0
R Parag,S Dube,4,2,0
R Sathish,R Ashwin,4,2,0
R Shukla,DS Kulkarni,4,2,0
R Tewatia,Shivam Mavi,4,2,0
RA Jadeja,AJ Finch,4,2,0
RA Jadeja,KW Richardson,4,2,0
RA Jadeja,SM Pollock,4,2,0
RA Tripathi,B Stanlake,4,2,0
RA Tripathi,MC Henriques,4,2,0
RA Tripathi,Mandeep Singh,4,2,0
RA Tripathi,SN Thakur,4,2,0
RA Tripathi,Shivam Mavi,4,2,0
RD Gaikwad,CH Gayle,4,2,0
RD Gaikwad,N Rana,4,2,0
RD Gaikwad,NA Saini,4,2,0
RE Levi,Ankit Sharma,4,2,0
RE van der Merwe,C Nanda,4,2,0
RG Sharma,A Zampa,4,2,1
RG Sharma,D Salunkhe,4,2,0
RG Sharma,LR Shukla,4,2,0
RG Sharma,MJ Clarke,4,2,1
RG Sharma,S Lamichhane,4,2,0
RJ Harris,SW Tait,4,2,1
RJ Quiney,JDP Oram,4,2,0
RJ Quiney,SL Malinga,4,2,1
RK Singh,KV Sharma,4,2,0
RK Singh,Washington Sundar,4,2,0
RN ten Doeschate,Yuvraj Singh,4,2,0
RR Pant,P Kumar,4,2,0
RR Pant,Shahbaz Ahmed,4,2,0
RR Raje,RG Sharma,4,2,0
RR Rossouw,JJ Bumrah,4,2,0
RR Sarwan,DS Kulkarni,4,2,0
RS Bopara,Yuvraj Singh,4,2,0
RT Ponting,R Sharma,4,2,0
RV Uthappa,KK Cooper,4,2,0
RV Uthappa,R McLaren,4,2,0
S Anirudha,Harmeet Singh,4,2,0
S Badree,MM Sharma,4,2,0
S Chanderpaul,SM Pollock,4,2,0
S Dhawan,Jaskaran Singh,4,2,1
S Dhawan,R Parag,4,2,0
S Dhawan,TS Mills,4,2,0
S Dube,SE Rutherford,4,2,0
S Gopal,PJ Cummins,4,2,0
S Nadeem,A Nortje,4,2,0
S Nadeem,AD Mathews,4,2,0
S Nadeem,Iqbal Abdulla,4,2,0
S Tyagi,A Symonds,4,2,0
SA Yadav,KW Richardson,4,2,0
SA Yadav,VR Aaron,4,2,0
SB Bangar,Gagandeep Singh,4,2,0
SE Marsh,CK Kapugedera,4,2,0
SE Marsh,S Tyagi,4,2,0
SE Marsh,WD Parnell,4,2,0
SK Raina,FH Edwards,4,2,0
SK Raina,JD Ryder,4,2,0
SK Raina,LH Ferguson,4,2,0
SK Raina,SM Curran,4,2,1
SK Trivedi,JDP Oram,4,2,0
SK Warne,RR Powar,4,2,0
SM Curran,PJ Cummins,4,2,0
SM Pollock,IK Pathan,4,2,0
SN Khan,IC Pandey,4,2,0
SN Thakur,KA Pollard,4,2,0
SN Thakur,KH Pandya,4,2,0
SO Hetmyer,Abhishek Sharma,4,2,0
SO Hetmyer,HH Pandya,4,2,0
SP Goswami,CRD Fernando,4,2,1
SR Tendulkar,DJG Sammy,4,2,0
SR Tendulkar,FH Edwards,4,2,0
SR Watson,DT Christian,4,2,0
SS Tiwary,B Lee,4,2,0
SS Tiwary,CR Brathwaite,4,2,0
SS Tiwary,DR Smith,4,2,1
SS Tiwary,HH Pandya,4,2,0
SS Tiwary,JP Duminy,4,2,0
SS Tiwary,Mohammad Asif,4,2,1
SS Tiwary,Y Nagar,4,2,0
STR Binny,IC Pandey,4,2,0
STR Binny,JO Holder,4,2,0
SV Samson,JP Faulkner,4,2,0
SW Billings,Imran Tahir,4,2,1
Sachin Baby,BB Sran,4,2,0
Sandeep Sharma,B Kumar,4,2,0
Sandeep Sharma,S Dube,4,2,0
Sandeep Sharma,Sachin Baby,4,2,0
Shakib Al Hasan,AD Mascarenhas,4,2,0
Shakib Al Hasan,KA Pollard,4,2,0
Shakib Al Hasan,KH Pandya,4,2,0
Shakib Al Hasan,LMP Simmons,4,2,0
Shakib Al Hasan,Shivam Mavi,4,2,0
Shoaib Malik,A Nehra,4,2,0
Shoaib Malik,PP Chawla,4,2,0
Shoaib Malik,RR Raje,4,2,0
Shoaib Malik,ST Jayasuriya,4,2,0
T Banton,CH Morris,4,2,0
T Taibu,A Kumble,4,2,0
T Taibu,A Mishra,4,2,0
TG Southee,R Vinay Kumar,4,2,0
TM Dilshan,ST Jayasuriya,4,2,0
TM Head,A Nehra,4,2,0
TM Head,BCJ Cutting,4,2,0
TM Head,KV Sharma,4,2,0
TU Deshpande,Sandeep Sharma,4,2,0
UT Khawaja,AR Patel,4,2,0
UT Yadav,MM Sharma,4,2,0
UT Yadav,TS Mills,4,2,0
UT Yadav,WPUJC Vaas,4,2,0
V Kohli,Anand Rajan,4,2,0
V Kohli,DJ Willey,4,2,0
V Kohli,Mohammad Nabi,4,2,0
VH Zol,MM Sharma,4,2,1
VS Yeligati,VRV Singh,4,2,1
VVS Laxman,AM Nayar,4,2,0
WA Mota,DS Kulkarni,4,2,0
WA Mota,Y Venugopal Rao,4,2,0
WD Parnell,AB Dinda,4,2,0
WP Saha,A Zampa,4,2,1
WP Saha,PP Ojha,4,2,0
WPUJC Vaas,SC Ganguly,4,2,0
WPUJC Vaas,SK Warne,4,2,0
Washington Sundar,T Natarajan,4,2,2
Y Nagar,AB McDonald,4,2,0
Y Nagar,M Kartik,4,2,0
Y Nagar,SC Ganguly,4,2,0
Y Venugopal Rao,AB Agarkar,4,2,0
Y Venugopal Rao,JD Ryder,4,2,0
YBK Jaiswal,AR Patel,4,2,0
YK Pathan,AC Thomas,4,2,0
YK Pathan,JO Holder,4,2,0
YK Pathan,MJ Henry,4,2,0
YK Pathan,SM Pollock,4,2,0
YS Chahal,AR Patel,4,2,0
YS Chahal,MM Sharma,4,2,0
Yashpal Singh,DJ Bravo,4,2,1
Younis Khan,S Sreesanth,4,2,0
Yuvraj Singh,Mohammed Siraj,4,2,0
Yuvraj Singh,RP Singh,4,2,1
Z Khan,AB Dinda,4,2,1
Z Khan,DJ Bravo,4,2,0
Z Khan,JA Morkel,4,2,0
Z Khan,P Negi,4,2,0
A Choudhary,AJ Tye,3,2,0
A Dananjaya,Mohammed Shami,3,2,0
A Kumble,VRV Singh,3,2,0
A Mishra,RP Singh,3,2,0
A Nehra,AD Mascarenhas,3,2,0
AB Agarkar,Joginder Sharma,3,2,0
AB de Villiers,Abhishek Sharma,3,2,0
AB de Villiers,L Ablish,3,2,0
AC Gilchrist,RA Jadeja,3,2,1
AC Voges,R Vinay Kumar,3,2,0
AD Mathews,J Suchith,3,2,0
AD Nath,BB Sran,3,2,0
AD Russell,T Natarajan,3,2,1
AJ Finch,KA Pollard,3,2,0
AL Menaria,JP Duminy,3,2,0
AP Tare,NLTC Perera,3,2,0
AR Patel,JC Archer,3,2,0
AR Patel,Ravi Bishnoi,3,2,0
AS Raut,A Kumble,3,2,0
AT Carey,Kartik Tyagi,3,2,0
Abhishek Sharma,AD Russell,3,2,0
Abhishek Sharma,K Rabada,3,2,0
Anureet Singh,M Prasidh Krishna,3,2,0
B Sumanth,PD Collingwood,3,2,0
BB McCullum,Shivam Mavi,3,2,0
BCJ Cutting,AJ Tye,3,2,0
BCJ Cutting,S Kaul,3,2,0
BJ Hodge,Iqbal Abdulla,3,2,0
Basil Thampi,Mustafizur Rahman,3,2,0
Bipul Sharma,B Lee,3,2,0
Bipul Sharma,JA Morkel,3,2,0
C Munro,R Ashwin,3,2,0
CA Ingram,Rashid Khan,3,2,0
CA Ingram,Sandeep Sharma,3,2,0
CA Lynn,Harbhajan Singh,3,2,0
CH Gayle,AS Joseph,3,2,0
CH Gayle,K Rabada,3,2,0
CH Morris,KK Ahmed,3,2,0
CH Morris,SM Curran,3,2,0
CJ Anderson,Kuldeep Yadav,3,2,0
CJ Jordan,JO Holder,3,2,1
D du Preez,A Singh,3,2,1
DA Miller,LE Plunkett,3,2,0
DB Das,BW Hilfenhaus,3,2,0
DE Bollinger,DP Nannes,3,2,0
DE Bollinger,Harbhajan Singh,3,2,0
DE Bollinger,RJ Harris,3,2,0
DH Yagnik,JH Kallis,3,2,0
DH Yagnik,R Bhatia,3,2,0
DJ Bravo,BAW Mendis,3,2,0
DJ Bravo,JC Archer,3,2,1
DJ Harris,P Parameswaran,3,2,0
DJ Hooda,SR Watson,3,2,1
DJ Hussey,AN Ahmed,3,2,0
DJ Hussey,SB Joshi,3,2,0
DJ Jacobs,BA Bhatt,3,2,0
DJG Sammy,DS Kulkarni,3,2,0
DL Vettori,DAJ Bracewell,3,2,0
DR Martyn,DW Steyn,3,2,0
DR Smith,PJ Sangwan,3,2,0
DT Christian,SK Warne,3,2,0
DW Steyn,M Morkel,3,2,1
FY Fazal,L Balaji,3,2,0
FY Fazal,SB Jakati,3,2,1
G Gambhir,KS Williamson,3,2,0
G Gambhir,S Dhawan,3,2,0
GC Smith,JDP Oram,3,2,0
GH Vihari,KK Cooper,3,2,1
Gurkeerat Singh,JH Kallis,3,2,0
H Klaasen,TG Southee,3,2,0
HH Gibbs,SJ Srivastava,3,2,0
HH Pandya,Shakib Al Hasan,3,2,0
HV Patel,R Tewatia,3,2,0
HV Patel,TA Boult,3,2,1
Harbhajan Singh,M Kartik,3,2,1
IS Sodhi,I Sharma,3,2,0
Iqbal Abdulla,Anand Rajan,3,2,0
Ishan Kishan,CJ Anderson,3,2,0
Ishan Kishan,KH Pandya,3,2,0
Ishan Kishan,YK Pathan,3,2,0
J Botha,ST Jayasuriya,3,2,1
JA Morkel,M Morkel,3,2,0
JA Morkel,R Bhatia,3,2,1
JA Morkel,Shahid Afridi,3,2,0
JD Unadkat,M Prasidh Krishna,3,2,1
JDP Oram,R Bhatia,3,2,0
JH Kallis,S Dhawan,3,2,0
JH Kallis,S Tyagi,3,2,0
JP Duminy,BE Hendricks,3,2,1
JP Duminy,L Ablish,3,2,0
JP Duminy,MS Gony,3,2,1
JP Duminy,SM Boland,3,2,1
JP Faulkner,HV Patel,3,2,1
JP Faulkner,Shakib Al Hasan,3,2,0
JR Philippe,A Nortje,3,2,0
JR Philippe,R Ashwin,3,2,0
Joginder Sharma,PP Ojha,3,2,0
K Gowtham,Kuldeep Yadav,3,2,0
K Rabada,JC Archer,3,2,0
KA Pollard,L Ngidi,3,2,1
KB Arun Karthik,MM Patel,3,2,0
KD Karthik,Kuldeep Yadav,3,2,0
KD Karthik,R Rampaul,3,2,0
KH Pandya,MC Henriques,3,2,0
KH Pandya,R Bhatia,3,2,1
KJ Abbott,UT Yadav,3,2,0
KK Nair,M Markande,3,2,0
KL Rahul,DR Smith,3,2,1
KL Rahul,IC Pandey,3,2,0
KL Rahul,JP Faulkner,3,2,0
KM Jadhav,IK Pathan,3,2,0
KM Jadhav,Shakib Al Hasan,3,2,1
KS Williamson,MJ McClenaghan,3,2,1
KV Sharma,MR Marsh,3,2,0
L Balaji,A Nehra,3,2,1
L Balaji,TM Dilshan,3,2,0
LA Pomersbach,AM Rahane,3,2,1
LA Pomersbach,AN Ahmed,3,2,0
LA Pomersbach,JP Duminy,3,2,0
LMP Simmons,J Theron,3,2,0
LMP Simmons,S Nadeem,3,2,0
LR Shukla,KV Sharma,3,2,0
LR Shukla,MF Maharoof,3,2,1
LRPL Taylor,CH Morris,3,2,1
LRPL Taylor,S Randiv,3,2,0
M Kartik,JEC Franklin,3,2,0
M Kartik,PJ Sangwan,3,2,0
M Klinger,A Mithun,3,2,0
M Klinger,DL Vettori,3,2,0
M Klinger,S Ladda,3,2,0
M Vijay,JEC Franklin,3,2,1
M Vohra,C de Grandhomme,3,2,0
MA Agarwal,GB Hogg,3,2,1
MC Henriques,Ankit Sharma,3,2,0
MC Henriques,IK Pathan,3,2,0
MJ Lumb,JH Kallis,3,2,0
MK Pandey,IS Sodhi,3,2,0
MK Tiwary,BE Hendricks,3,2,0
ML Hayden,VS Yeligati,3,2,0
MM Patel,CK Langeveldt,3,2,0
MP Stoinis,STR Binny,3,2,0
MR Marsh,CH Morris,3,2,0
MR Marsh,R Ashwin,3,2,0
MS Dhoni,DJ Hooda,3,2,0
MS Dhoni,S Kaushik,3,2,0
MS Gony,JP Faulkner,3,2,1
MV Boucher,A Mishra,3,2,0
MV Boucher,MM Patel,3,2,0
Mandeep Singh,Avesh Khan,3,2,0
Mandeep Singh,NM Coulter-Nile,3,2,0
Mandeep Singh,SK Raina,3,2,0
Mandeep Singh,YS Chahal,3,2,0
Misbah-ul-Haq,VY Mahesh,3,2,0
Mohammad Nabi,KH Pandya,3,2,0
Mohammad Nabi,Sandeep Sharma,3,2,1
Mohammed Shami,SM Boland,3,2,0
Mohammed Shami,Sandeep Sharma,3,2,0
NLTC Perera,JP Duminy,3,2,0
NV Ojha,CR Brathwaite,3,2,0
NV Ojha,MR Marsh,3,2,0
P Dogra,A Kumble,3,2,0
P Kumar,SB Wagh,3,2,0
P Negi,S Aravind,3,2,0
P Sahu,CH Morris,3,2,0
PA Patel,Azhar Mahmood,3,2,1
PA Patel,KP Pietersen,3,2,1
PA Reddy,Yuvraj Singh,3,2,1
PC Valthaty,SR Watson,3,2,0
PD Collingwood,KP Pietersen,3,2,0
PP Chawla,AJ Tye,3,2,0
PP Chawla,VR Aaron,3,2,0
Q de Kock,KW Richardson,3,2,0
R Ashwin,CH Morris,3,2,1
R Ashwin,RD Chahar,3,2,0
R Ashwin,SS Cottrell,3,2,1
R McLaren,Jaskaran Singh,3,2,0
R Parag,Washington Sundar,3,2,0
R Rampaul,R Bhatia,3,2,0
R Sathish,A Symonds,3,2,0
R Sharma,Harmeet Singh,3,2,0
R Shukla,DW Steyn,3,2,0
R Tewatia,SN Thakur,3,2,1
R Vinay Kumar,MA Starc,3,2,1
R Vinay Kumar,R Ashwin,3,2,0
R Vinay Kumar,S Nadeem,3,2,0
RA Jadeja,A Mithun,3,2,1
RA Jadeja,GS Sandhu,3,2,0
RE van der Merwe,SW Tait,3,2,0
RG Sharma,JE Taylor,3,2,0
RG Sharma,JO Holder,3,2,0
RG Sharma,R Rampaul,3,2,0
RJ Harris,JP Faulkner,3,2,0
RK Singh,KK Ahmed,3,2,0
RK Singh,MJ McClenaghan,3,2,0
RN ten Doeschate,A Mishra,3,2,1
RR Pant,AR Patel,3,2,0
RR Pant,R Tewatia,3,2,0
RR Powar,DP Nannes,3,2,1
S Anirudha,JE Taylor,3,2,1
S Anirudha,SP Narine,3,2,0
S Dhawan,AC Thomas,3,2,0
S Dhawan,IC Pandey,3,2,0
S Dhawan,MM Ali,3,2,0
S Dhawan,S Dube,3,2,0
S Dube,B Kumar,3,2,1
S Dube,JO Holder,3,2,1
S Dube,KA Pollard,3,2,0
S Dube,SK Raina,3,2,0
S Rana,A Nehra,3,2,0
S Rana,YK Pathan,3,2,0
SA Abbott,B Kumar,3,2,0
SA Yadav,KMA Paul,3,2,0
SB Bangar,AB Agarkar,3,2,0
SB Bangar,SK Warne,3,2,0
SB Styris,SK Warne,3,2,0
SE Rutherford,Washington Sundar,3,2,0
SK Warne,CK Langeveldt,3,2,0
SM Curran,PP Chawla,3,2,0
SMSM Senanayake,R Ashwin,3,2,0
SN Thakur,Imran Tahir,3,2,0
SP Goswami,TM Dilshan,3,2,0
SR Tendulkar,KAJ Roach,3,2,0
SR Watson,P Parameswaran,3,2,1
SS Iyer,D Wiese,3,2,0
SV Samson,NA Saini,3,2,0
SV Samson,STR Binny,3,2,0
SW Tait,RA Jadeja,3,2,0
