bowler,batsman,inning,is_wicket,batsman_runs
Basil Thampi,Gurkeerat Singh,34,0,23
Mohammed Siraj,R Tewatia,5,0,1
Mohammed Siraj,RA Jadeja,20,0,6
Basil Thampi,GJ Maxwell,6,0,11
Mohammed Siraj,RD Gaikwad,10,0,10
Mohammed Siraj,RG Sharma,24,0,34
Basil Thampi,G Gambhir,1,0,1
Mohammed Siraj,Rashid Khan,1,0,0
Mohammed Siraj,SA Yadav,22,0,21
Basil Thampi,AM Rahane,2,0,1
Basil Thampi,DA Warner,22,0,17
Basil Thampi,CR Brathwaite,4,0,1
Mohammed Siraj,SO Hetmyer,3,0,1
Mohammed Siraj,SP Jackson,8,0,3
Basil Thampi,C de Grandhomme,9,0,22
Basil Thampi,C Munro,10,0,11
Basil Thampi,BA Stokes,32,0,30
Basil Thampi,Ankit Sharma,2,0,3
Basil Thampi,AR Patel,5,0,9
Mohammed Siraj,Shakib Al Hasan,10,0,11
Mohammed Siraj,Shubman Gill,10,0,13
Mohammed Shami,Sachin Baby,4,0,7
Basil Thampi,MP Stoinis,3,0,1
Mohammed Shami,STR Binny,16,0,21
Mohammed Shami,CM Gautam,5,0,5
Bipul Sharma,GJ Maxwell,8,0,7
Mohammed Shami,Avesh Khan,6,0,4
Bipul Sharma,G Gambhir,18,0,8
Mohammed Shami,BB McCullum,16,0,10
Mohammed Shami,BB Samantray,2,0,4
Mohammed Shami,BJ Hodge,3,0,6
Bipul Sharma,F du Plessis,18,0,22
Bipul Sharma,DR Smith,6,0,4
Mohammed Shami,CH Gayle,18,0,28
Bipul Sharma,DPMD Jayawardene,9,0,13
Mohammed Shami,CJ Anderson,3,0,5
Mohammed Shami,CV Varun,1,0,1
Bipul Sharma,IR Jaggi,2,0,1
Mohammed Shami,D Padikkal,5,0,10
Mohammed Shami,D Wiese,2,0,3
Mohammed Shami,DA Miller,17,0,20
Mohammed Shami,DJ Bravo,1,0,1
Mohammed Shami,DJ Hooda,5,0,16
Mohammed Shami,DJG Sammy,4,0,2
Bipul Sharma,DJ Bravo,5,0,2
Mohammed Shami,EJG Morgan,12,0,18
Bipul Sharma,BA Stokes,11,0,27
Mohammed Shami,G Gambhir,35,0,11
Mohammed Shami,GJ Bailey,2,0,0
Bipul Sharma,HH Gibbs,4,0,7
Mohammed Shami,AS Joseph,14,0,11
Basil Thampi,Mujeeb Ur Rahman,2,0,0
Mohammad Nabi,SA Yadav,36,0,35
Mohammad Nabi,MA Agarwal,22,0,15
Mohammad Nabi,MM Ali,14,0,1
Mohammad Nabi,N Pooran,6,0,7
Mohammad Nabi,N Rana,7,0,1
Mohammad Nabi,P Ray Barman,6,0,1
Mohammad Nabi,P Simran Singh,6,0,0
Bipul Sharma,MJ Lumb,8,0,10
Mohammad Nabi,PP Shaw,17,0,7
Mohammad Nabi,Q de Kock,19,0,13
Mohammad Nabi,R Tewatia,3,0,1
Bipul Sharma,KL Rahul,8,0,7
Mohammad Nabi,SE Rutherford,6,0,1
Bipul Sharma,JC Buttler,5,0,5
Mohammad Nabi,SM Curran,6,0,5
Bipul Sharma,KH Pandya,6,0,21
Mohammad Nabi,SS Iyer,7,0,6
Mohammad Nabi,Shubman Gill,30,0,13
Mohammad Nabi,UT Yadav,4,0,8
Mohammad Nabi,V Kohli,4,0,2
Mohammed Shami,A Dananjaya,3,0,2
Bipul Sharma,JJ Roy,9,0,13
Bipul Sharma,JH Kallis,22,0,32
Mohammed Shami,AM Rahane,78,0,86
Mohammed Shami,AP Tare,4,0,5
Mohammed Shami,GJ Maxwell,2,0,0
Mohammed Shami,HM Amla,8,0,1
Mohammed Shami,I Udana,3,0,8
Basil Thampi,RA Tripathi,13,0,12
Mohammed Shami,NM Coulter-Nile,6,0,12
Basil Thampi,SN Khan,3,0,11
Mohammed Shami,PP Chawla,6,0,4
Basil Thampi,SE Rutherford,2,0,1
Basil Thampi,SE Marsh,11,0,17
Mohammed Shami,R Ashwin,1,0,1
Basil Thampi,S Dhawan,6,0,1
Basil Thampi,S Aravind,2,0,2
Basil Thampi,RV Uthappa,7,0,16
Mohammed Shami,RD Gaikwad,32,0,12
Basil Thampi,RG Sharma,12,0,5
Mohammed Shami,Rashid Khan,1,0,1
Mohammed Shami,Ishan Kishan,24,0,28
Basil Thampi,Q de Kock,15,0,26
Mohammed Shami,S Dube,4,0,1
Basil Thampi,PP Shaw,12,0,4
Mohammed Shami,S Rana,3,0,5
Basil Thampi,PJ Cummins,8,0,6
Basil Thampi,PA Patel,4,0,5
Mohammed Shami,SE Rutherford,2,0,1
Mohammed Shami,SK Raina,27,0,32
Basil Thampi,N Rana,18,0,14
Mohammed Shami,SP Narine,3,0,0
Mohammed Shami,SPD Smith,44,0,41
Basil Thampi,SO Hetmyer,14,0,6
Basil Thampi,SP Narine,5,0,14
Mohammed Shami,N Rana,8,0,6
Basil Thampi,SPD Smith,7,0,6
Bipul Sharma,AJ Finch,4,0,2
Mohammed Shami,JD Unadkat,2,0,1
Bipul Sharma,AC Blizzard,4,0,2
Mohammed Shami,JM Bairstow,19,0,16
Mohammed Shami,JP Faulkner,5,0,5
Mohammed Shami,K Gowtham,8,0,5
Bipul Sharma,A Symonds,13,0,14
Mohammed Shami,KK Nair,42,0,26
Mohammed Shami,KL Rahul,6,0,11
Basil Thampi,TM Head,8,0,15
Mohammed Shami,LH Ferguson,3,0,7
Mohammed Shami,LMP Simmons,9,0,15
Basil Thampi,Shubman Gill,8,0,15
Mohammed Shami,M Vijay,4,0,9
Mohammed Shami,M Vohra,28,0,26
Mohammed Shami,MA Agarwal,6,0,1
Basil Thampi,Shakib Al Hasan,1,0,1
Mohammed Shami,MEK Hussey,6,0,5
Mohammed Shami,MJ Guptill,18,0,17
Mohammed Shami,MJ McClenaghan,2,0,0
Basil Thampi,SV Samson,20,0,25
Mohammed Shami,MK Tiwary,18,0,13
Mohammed Shami,MS Dhoni,23,0,34
P Awana,JD Ryder,5,0,2
P Awana,JEC Franklin,22,0,16
P Awana,JP Faulkner,1,0,0
BA Stokes,AD Hales,8,0,11
PP Chawla,B Chipli,4,0,8
BA Stokes,BCJ Cutting,3,0,8
BA Stokes,BB McCullum,18,0,21
PP Chawla,BB Samantray,8,0,2
PP Chawla,BB Sran,2,0,1
BA Stokes,AR Patel,17,0,3
BA Stokes,AJ Finch,4,0,1
PP Chawla,C Munro,3,0,9
PP Chawla,CA Ingram,6,0,11
PP Chawla,CA Pujara,13,0,13
BA Stokes,AD Russell,2,0,1
PP Chawla,CJ Anderson,19,0,24
BA Stokes,Basil Thampi,3,0,1
PP Chawla,CK Langeveldt,8,0,1
BA Stokes,AB de Villiers,20,0,4
BA Stokes,A Mishra,5,0,2
BA Bhatt,Yuvraj Singh,8,0,20
BA Bhatt,Shakib Al Hasan,6,0,1
BA Bhatt,STR Binny,6,0,3
PP Chawla,DB Das,10,0,9
PP Chawla,DB Ravi Teja,17,0,30
BA Bhatt,SR Watson,6,0,4
PP Chawla,DJ Harris,14,0,9
PP Chawla,DJ Hooda,4,0,1
PP Chawla,Abhishek Sharma,5,0,5
BA Stokes,Bipul Sharma,8,0,5
BA Bhatt,SK Warne,6,0,5
PP Chawla,A Chopra,2,0,1
PJ Sangwan,Y Venugopal Rao,5,0,6
PJ Sangwan,YA Abdulla,1,0,0
PJ Sangwan,YK Pathan,14,0,3
PJ Sangwan,Yashpal Singh,4,0,9
BA Stokes,DA Miller,12,0,6
PM Sarvesh Kumar,G Gambhir,14,0,19
PM Sarvesh Kumar,MS Dhoni,6,0,8
BA Stokes,CR Woakes,2,0,0
PM Sarvesh Kumar,S Dhawan,5,0,4
PM Sarvesh Kumar,SK Raina,10,0,9
PP Chawla,A Ashish Reddy,4,0,2
PP Chawla,A Kumble,4,0,1
PP Chawla,AR Patel,4,0,3
PP Chawla,A Mishra,4,0,3
PP Chawla,A Mithun,2,0,1
PP Chawla,A Symonds,37,0,35
PP Chawla,AA Jhunjhunwala,12,0,6
PP Chawla,AB McDonald,5,0,3
BA Stokes,CJ Anderson,3,0,1
PP Chawla,AC Gilchrist,8,0,4
PP Chawla,AC Voges,5,0,9
PP Chawla,AD Mathews,12,0,17
BA Stokes,CH Morris,5,0,22
BA Stokes,C de Grandhomme,3,0,6
BA Bhatt,SR Tendulkar,36,0,31
PP Chawla,DJM Short,10,0,4
PJ Sangwan,WP Saha,16,0,10
BA Bhatt,DJ Bravo,4,0,1
BA Bhatt,JP Duminy,2,0,2
PP Chawla,K Gowtham,3,0,3
BA Bhatt,JEC Franklin,16,0,27
BA Bhatt,IK Pathan,1,0,1
PP Chawla,KK Nair,4,0,6
BA Bhatt,G Gambhir,52,0,35
PP Chawla,KP Pietersen,14,0,14
PP Chawla,KV Sharma,12,0,8
BA Bhatt,DPMD Jayawardene,12,0,21
BA Bhatt,DJ Jacobs,3,0,2
PP Chawla,LR Shukla,4,0,4
BA Bhatt,DH Yagnik,12,0,7
BA Bhatt,M Vijay,6,0,11
PP Chawla,M Manhas,46,0,49
BA Bhatt,DB Ravi Teja,3,0,5
PP Chawla,M Rawat,8,0,7
BA Bhatt,DB Das,4,0,2
BA Bhatt,DA Warner,5,0,7
BA Bhatt,CL White,3,0,4
PP Chawla,MC Henriques,18,0,7
PP Chawla,MC Juneja,6,0,5
BA Bhatt,CJ Ferguson,6,0,1
BA Bhatt,BB McCullum,8,0,2
PP Chawla,MJ McClenaghan,8,0,13
BA Bhatt,KD Karthik,2,0,5
BA Bhatt,MC Juneja,4,0,2
BA Bhatt,S Dhawan,10,0,22
BA Bhatt,RA Jadeja,7,0,8
PP Chawla,DNT Zoysa,1,0,1
PP Chawla,DPMD Jayawardene,57,0,40
BA Bhatt,S Badrinath,24,0,28
PP Chawla,DS Lehmann,4,0,5
PP Chawla,DT Patil,1,0,4
BA Bhatt,RV Uthappa,12,0,6
PP Chawla,EJG Morgan,45,0,39
BA Bhatt,RN ten Doeschate,8,0,3
PP Chawla,FY Fazal,9,0,12
BA Bhatt,RG Sharma,20,0,11
PP Chawla,GC Smith,8,0,11
BA Bhatt,OA Shah,3,0,8
PP Chawla,JH Kallis,59,0,34
PP Chawla,Gurkeerat Singh,11,0,10
PP Chawla,H Klaasen,6,0,3
BA Bhatt,MS Bisla,16,0,9
PP Chawla,HM Amla,1,0,1
PP Chawla,IK Pathan,27,0,19
PP Chawla,Ishan Kishan,6,0,14
PP Chawla,JA Morkel,16,0,8
PP Chawla,JC Buttler,32,0,31
PP Chawla,JDP Oram,5,0,5
BA Bhatt,MK Pandey,18,0,6
PP Chawla,JEC Franklin,14,0,13
PJ Sangwan,Y Nagar,1,0,1
PJ Sangwan,V Shankar,26,0,22
BCJ Cutting,YS Chahal,4,0,1
PJ Sangwan,AM Nayar,5,0,2
BA Stokes,P Negi,2,0,0
PJ Cummins,WP Saha,2,0,2
PJ Cummins,YK Pathan,6,0,9
PJ Sangwan,A Flintoff,8,0,6
PJ Sangwan,A Symonds,10,0,6
PJ Sangwan,AA Bilakhia,8,0,2
PJ Sangwan,AA Jhunjhunwala,14,0,9
BA Stokes,N Rana,35,0,16
PJ Sangwan,AB de Villiers,8,0,6
BA Stokes,Mandeep Singh,4,0,5
PJ Sangwan,AD Mathews,5,0,9
BA Stokes,MP Stoinis,13,0,12
PJ Cummins,V Kohli,26,0,17
PJ Sangwan,AT Rayudu,11,0,6
PJ Sangwan,B Akhil,1,0,1
PJ Sangwan,B Chipli,2,0,1
PJ Sangwan,BA Stokes,24,0,18
BA Stokes,MN Samuels,6,0,2
BA Stokes,MM Sharma,4,0,1
PJ Sangwan,C Madan,6,0,6
PJ Sangwan,CH Gayle,17,0,20
PJ Sangwan,CJ Anderson,8,0,1
PJ Sangwan,DA Warner,25,0,18
PJ Sangwan,DB Ravi Teja,22,0,6
BA Stokes,PA Patel,8,0,18
PJ Cummins,TU Deshpande,2,0,0
PJ Sangwan,DJ Hussey,1,0,1
PJ Cummins,RG Sharma,28,0,22
BA Stokes,S Aravind,6,0,1
BA Stokes,Rashid Khan,6,0,3
PJ Cummins,P Negi,9,0,16
PJ Cummins,PA Patel,4,0,9
PJ Cummins,PP Shaw,9,0,18
PJ Cummins,Q de Kock,10,0,10
PJ Cummins,R Ashwin,12,0,10
PJ Cummins,R Bhatia,6,0,2
PJ Cummins,R Tewatia,8,0,3
PJ Cummins,RA Jadeja,21,0,14
BA Stokes,RG Sharma,18,0,10
PJ Cummins,RR Pant,11,0,7
PJ Cummins,SV Samson,10,0,4
BA Stokes,RA Tripathi,2,0,7
BA Stokes,RA Jadeja,17,0,25
PJ Cummins,S Gopal,4,0,2
BA Stokes,R Tewatia,2,0,4
BA Stokes,Q de Kock,2,0,1
PJ Cummins,SM Curran,4,0,2
BA Stokes,PP Shaw,5,0,3
PJ Cummins,SR Watson,48,0,22
PJ Cummins,SS Iyer,19,0,26
PJ Cummins,SS Tiwary,5,0,14
PJ Cummins,STR Binny,4,0,6
PJ Sangwan,DJ Bravo,7,0,6
PJ Sangwan,DJ Thornely,13,0,13
PJ Sangwan,V Sehwag,5,0,16
PJ Sangwan,SK Warne,10,0,5
PJ Sangwan,R Vinay Kumar,4,0,1
PJ Sangwan,RA Jadeja,10,0,7
PJ Sangwan,RA Tripathi,8,0,4
BA Stokes,JM Bairstow,10,0,14
PJ Sangwan,RS Bopara,21,0,33
PJ Sangwan,S Badrinath,22,0,24
PJ Sangwan,S Dhawan,44,0,36
PJ Sangwan,S Sreesanth,5,0,9
BA Stokes,I Sharma,2,0,1
PJ Sangwan,SC Ganguly,14,0,9
BA Stokes,HM Amla,6,0,2
PJ Sangwan,SM Katich,12,0,18
PJ Sangwan,PJ Cummins,6,0,8
PJ Sangwan,SP Fleming,16,0,15
PJ Sangwan,SP Goswami,6,0,18
BA Stokes,GJ Maxwell,14,0,12
BA Stokes,G Gambhir,10,0,11
PJ Sangwan,SR Watson,18,0,13
PJ Sangwan,SS Iyer,18,0,20
BA Stokes,E Lewis,7,0,7
PJ Sangwan,Salman Butt,11,0,11
BA Stokes,DR Smith,8,0,1
BA Stokes,DJ Bravo,9,0,20
PJ Sangwan,V Kohli,32,0,33
PJ Sangwan,PR Shah,8,0,7
BA Stokes,KD Karthik,20,0,16
BA Stokes,MM Ali,2,0,2
PJ Sangwan,K Goel,5,0,3
PJ Sangwan,DR Smith,3,0,2
PJ Sangwan,DT Christian,6,0,7
PJ Sangwan,EJG Morgan,10,0,7
PJ Sangwan,GJ Maxwell,5,0,15
PJ Sangwan,HM Amla,6,0,10
BA Stokes,MK Pandey,23,0,29
PJ Sangwan,IK Pathan,14,0,25
GJ Maxwell,Shubman Gill,3,0,3
BA Stokes,MC Henriques,4,0,3
PJ Sangwan,JP Duminy,1,0,0
PJ Sangwan,JR Hopes,4,0,1
PJ Sangwan,KC Sangakkara,12,0,9
PJ Sangwan,P Dogra,8,0,8
PJ Sangwan,LR Shukla,2,0,5
PJ Sangwan,M Kartik,3,0,2
PJ Sangwan,M Vijay,24,0,40
PJ Sangwan,M Vohra,1,0,1
BA Stokes,KM Jadhav,7,0,12
PJ Sangwan,MK Pandey,8,0,4
PJ Sangwan,MK Tiwary,1,0,6
PJ Sangwan,MN van Wyk,9,0,17
PJ Sangwan,MS Dhoni,20,0,12
PJ Sangwan,Misbah-ul-Haq,5,0,13
BA Stokes,KH Pandya,5,0,2
BA Bhatt,AT Rayudu,21,0,20
PP Chawla,ML Hayden,12,0,24
PP Chawla,MM Ali,4,0,8
PP Ojha,Q de Kock,2,0,1
PP Ojha,MV Boucher,4,0,6
PP Ojha,Mandeep Singh,12,0,5
PP Ojha,Misbah-ul-Haq,1,0,1
B Lee,MA Agarwal,14,0,8
B Lee,M Vijay,17,0,18
B Lee,M Morkel,2,0,1
PP Ojha,OA Shah,31,0,23
B Lee,M Klinger,1,0,1
PP Ojha,PA Patel,22,0,22
PP Ojha,PD Collingwood,20,0,10
PP Ojha,PP Chawla,2,0,1
PP Ojha,R Ashwin,10,0,2
B Lee,MEK Hussey,31,0,39
B Lee,M Kaif,14,0,5
B Lee,LRPL Taylor,6,0,8
PP Ojha,R McLaren,6,0,2
B Lee,LA Pomersbach,16,0,4
PP Ojha,R Vinay Kumar,2,0,2
B Lee,L Ronchi,6,0,1
B Lee,L Balaji,2,0,1
PP Ojha,RG Sharma,18,0,13
PP Ojha,RS Bopara,14,0,11
B Lee,Kamran Akmal,6,0,7
PP Ojha,S Anirudha,3,0,3
B Lee,MA Khote,6,0,2
B Lee,MK Pandey,24,0,26
B Lee,KK Cooper,2,0,1
PP Ojha,M Kartik,4,0,11
PP Ojha,Joginder Sharma,3,0,2
PP Ojha,KC Sangakkara,19,0,20
B Lee,R Ashwin,5,0,1
PP Ojha,KK Cooper,8,0,3
PP Ojha,KK Nair,20,0,35
B Lee,PJ Sangwan,2,0,1
PP Ojha,KM Jadhav,2,0,1
PP Ojha,LA Carseldine,6,0,2
B Lee,P Kumar,2,0,2
B Lee,P Dogra,2,0,2
PP Ojha,M Kaif,16,0,11
PP Ojha,M Manhas,32,0,20
B Lee,MK Tiwary,10,0,16
PP Ojha,M Morkel,4,0,2
B Lee,OA Shah,6,0,14
PP Ojha,M Vohra,6,0,9
PP Ojha,MC Henriques,9,0,10
PP Ojha,MC Juneja,22,0,11
B Lee,NV Ojha,1,0,1
B Lee,Mandeep Singh,4,0,4
PP Ojha,MJ Clarke,4,0,2
PP Ojha,MJ Lumb,6,0,2
B Lee,MS Dhoni,8,0,17
B Lee,ML Hayden,10,0,9
B Lee,KP Pietersen,8,0,4
PP Ojha,SA Asnodkar,18,0,12
PP Chawla,MN Samuels,8,0,11
PV Tambe,DJ Bravo,11,0,24
PV Tambe,AR Patel,18,0,11
PV Tambe,AT Rayudu,9,0,11
PV Tambe,BB Samantray,7,0,10
PV Tambe,BJ Rohrer,11,0,17
PV Tambe,CA Pujara,20,0,7
B Lee,DJ Hussey,4,0,2
PV Tambe,CH Morris,8,0,14
PV Tambe,CJ Anderson,25,0,28
PV Tambe,D Wiese,1,0,1
PV Tambe,DA Miller,26,0,28
B Lee,DJ Bravo,36,0,13
PV Tambe,DJG Sammy,10,0,4
B Lee,DS Kulkarni,10,0,0
PV Tambe,DPMD Jayawardene,9,0,10
PV Tambe,DR Smith,17,0,15
B Lee,DH Yagnik,2,0,2
B Lee,DA Warner,35,0,34
PV Tambe,G Gambhir,36,0,17
PV Tambe,GH Vihari,8,0,5
PV Tambe,GJ Bailey,12,0,7
PV Tambe,GJ Maxwell,28,0,12
PV Tambe,IK Pathan,2,0,2
B Lee,CJ Ferguson,2,0,0
B Lee,CA Pujara,12,0,6
PV Tambe,AP Tare,8,0,12
B Lee,DS Lehmann,6,0,4
B Lee,KC Sangakkara,2,0,2
PP Ojha,TL Suman,10,0,6
B Lee,KA Pollard,9,0,6
B Lee,JR Hopes,4,0,1
B Lee,JP Duminy,8,0,11
PP Ojha,SM Pollock,8,0,8
B Lee,JH Kallis,6,0,3
B Lee,JEC Franklin,20,0,12
B Lee,JDP Oram,1,0,1
B Lee,JD Ryder,4,0,1
PP Ojha,ST Jayasuriya,4,0,6
PP Ojha,STR Binny,20,0,28
PP Ojha,SV Samson,15,0,12
B Lee,JA Morkel,7,0,6
PV Tambe,A Ashish Reddy,4,0,3
B Lee,J Botha,7,0,9
B Lee,IR Jaggi,4,0,1
B Lee,IK Pathan,9,0,17
B Lee,Harbhajan Singh,24,0,23
PP Ojha,WA Mota,12,0,6
B Lee,HH Gibbs,32,0,34
PP Ojha,WP Saha,4,0,2
PP Ojha,Y Nagar,6,0,6
PP Ojha,Y Venugopal Rao,10,0,2
B Lee,GJ Bailey,8,0,10
B Lee,G Gambhir,9,0,5
PP Ojha,JR Hopes,4,0,2
PP Ojha,JP Faulkner,9,0,4
B Lee,R Dravid,24,0,23
PP Chawla,SM Curran,3,0,2
PP Chawla,RR Pant,36,0,31
B Stanlake,KD Karthik,2,0,1
B Stanlake,HM Amla,20,0,14
PP Chawla,S Gopal,2,0,1
B Stanlake,GJ Maxwell,8,0,14
B Stanlake,F du Plessis,1,0,1
B Stanlake,E Lewis,7,0,14
B Stanlake,CH Morris,2,0,1
PP Chawla,SE Marsh,5,0,7
B Stanlake,CA Lynn,8,0,12
PP Chawla,SK Warne,10,0,6
PP Chawla,SM Pollock,16,0,2
PP Chawla,RE van der Merwe,3,0,7
PP Chawla,SP Goswami,5,0,7
B Stanlake,BCJ Cutting,1,0,1
B Stanlake,AT Rayudu,7,0,18
B Stanlake,AP Tare,20,0,9
B Stanlake,AM Rahane,2,0,5
B Lee,Yuvraj Singh,10,0,11
PP Chawla,SW Billings,21,0,30
PP Chawla,Shoaib Malik,4,0,2
PP Chawla,TM Dilshan,5,0,0
PP Chawla,TM Head,7,0,8
PP Chawla,TR Birt,8,0,4
PP Chawla,RJ Peterson,8,0,15
PP Chawla,RD Chahar,2,0,1
B Lee,R Sathish,6,0,4
B Stanlake,SP Narine,2,0,0
PP Chawla,MP Stoinis,5,0,4
PP Chawla,MR Marsh,5,0,2
BA Bhatt,AC Blizzard,2,0,1
BA Bhatt,A Symonds,4,0,2
PP Chawla,MV Boucher,9,0,9
PP Chawla,Mandeep Singh,43,0,60
B Stanlake,Shubman Gill,2,0,0
PP Chawla,N Pooran,7,0,18
B Stanlake,SW Billings,12,0,9
PP Chawla,NM Coulter-Nile,7,0,2
B Stanlake,SR Watson,6,0,0
B Stanlake,SK Raina,9,0,8
B Stanlake,M Vohra,22,0,12
B Stanlake,SA Yadav,3,0,5
B Stanlake,RV Uthappa,1,0,1
PP Chawla,PK Garg,1,0,1
B Stanlake,RR Pant,4,0,1
PP Chawla,R Ashwin,18,0,9
PP Chawla,R Bhatia,2,0,1
B Stanlake,RA Tripathi,4,0,2
PP Chawla,R Parag,10,0,2
PP Chawla,R Sathish,7,0,10
PP Chawla,R Tewatia,3,0,3
B Stanlake,MS Dhoni,3,0,9
PP Chawla,UBT Chand,2,0,1
PP Chawla,Umar Gul,4,0,1
B Lee,VY Mahesh,3,0,4
PP Ojha,DT Christian,12,0,14
PP Ojha,CJ Ferguson,11,0,8
PP Ojha,CL White,15,0,17
PP Ojha,DA Miller,24,0,17
PP Ojha,DA Warner,50,0,54
PP Ojha,DB Das,10,0,5
PP Ojha,DH Yagnik,10,0,2
B Lee,S Rana,2,0,1
B Lee,S Nadeem,2,0,1
PP Ojha,DJ Jacobs,4,0,7
PP Ojha,DJ Thornely,2,0,2
B Lee,S Badrinath,5,0,7
PP Ojha,EJG Morgan,8,0,1
PP Chawla,V Shankar,12,0,13
PP Ojha,F du Plessis,8,0,2
B Lee,RV Gomez,4,0,4
PP Ojha,GC Smith,28,0,20
PP Ojha,GH Vihari,24,0,18
PP Ojha,GJ Bailey,8,0,4
PP Ojha,Gurkeerat Singh,4,0,1
PP Ojha,Harbhajan Singh,6,0,2
B Lee,RJ Harris,2,0,0
PP Ojha,J Botha,26,0,29
PP Ojha,JDP Oram,2,0,1
B Lee,R Vinay Kumar,17,0,13
PP Ojha,CH Morris,8,0,1
PP Ojha,CH Gayle,18,0,22
PP Ojha,Bipul Sharma,6,0,6
PP Ojha,BJ Hodge,54,0,44
B Lee,V Kohli,32,0,17
B Lee,TM Dilshan,2,0,0
PP Chawla,Y Nagar,2,0,1
B Lee,TL Suman,6,0,4
B Lee,T Thushara,4,0,0
B Lee,Shoaib Malik,3,0,4
B Lee,SS Tiwary,4,0,2
PP Ojha,A Mishra,12,0,2
PP Ojha,A Symonds,13,0,3
PP Ojha,AA Jhunjhunwala,2,0,3
B Lee,SR Tendulkar,29,0,24
B Lee,SP Goswami,1,0,1
PP Ojha,AC Gilchrist,12,0,15
B Lee,SM Pollock,8,0,2
PP Ojha,AG Paunikar,8,0,11
PP Ojha,AJ Finch,17,0,30
B Lee,SK Warne,1,0,1
PP Ojha,AS Raut,12,0,9
B Lee,SK Raina,14,0,19
B Lee,SC Ganguly,4,0,3
PP Ojha,B Laughlin,2,0,1
PP Ojha,B Lee,4,0,2
B Lee,S Sohal,14,0,2
BA Stokes,SA Yadav,11,0,15
PJ Cummins,MK Pandey,23,0,18
PJ Cummins,MA Agarwal,24,0,10
P Kumar,MP Stoinis,8,0,12
BB Sran,SE Marsh,4,0,3
BB Sran,SA Yadav,6,0,8
P Kumar,MF Maharoof,8,0,12
P Kumar,MG Johnson,8,0,3
P Kumar,MJ Guptill,2,0,1
P Kumar,MJ Lumb,6,0,6
P Kumar,MK Tiwary,18,0,10
P Kumar,ML Hayden,29,0,36
BB Sran,RR Pant,6,0,2
BB Sran,RA Jadeja,27,0,16
P Kumar,MN van Wyk,4,0,10
P Kumar,MR Marsh,7,0,14
P Kumar,MA Agarwal,12,0,3
BB Sran,R Tewatia,20,0,17
BB Sran,PP Shaw,10,0,17
P Kumar,N Rana,24,0,10
P Kumar,NLTC Perera,9,0,19
P Kumar,NV Ojha,57,0,34
P Kumar,Niraj Patel,2,0,1
P Kumar,OA Shah,12,0,12
P Kumar,P Negi,12,0,5
BB Sran,NS Naik,7,0,9
P Kumar,PA Reddy,8,0,4
BB Sran,NLTC Perera,4,0,2
BB Sran,SK Raina,13,0,19
P Kumar,M Vohra,15,0,5
P Kumar,R Ashwin,10,0,3
P Kumar,L Balaji,4,0,0
P Kumar,JP Faulkner,14,0,8
P Kumar,JR Hopes,10,0,9
P Kumar,K Goel,20,0,9
P Kumar,KA Pollard,15,0,31
BB Sran,YK Pathan,20,0,10
BB Sran,WP Saha,30,0,21
P Kumar,KK Nair,10,0,4
P Kumar,KL Rahul,3,0,9
BB Sran,TK Curran,1,0,1
P Kumar,KMDN Kulasekara,2,0,4
BB Sran,Shubman Gill,16,0,34
P Kumar,L Ronchi,6,0,8
BB Sran,SP Narine,9,0,24
P Kumar,LA Pomersbach,2,0,1
P Kumar,LJ Wright,6,0,18
P Kumar,LMP Simmons,25,0,12
P Kumar,LR Shukla,1,0,1
BB Sran,Shakib Al Hasan,21,0,20
BB Sran,Sachin Baby,4,0,2
BB Sran,SS Tiwary,4,0,1
P Kumar,M Morkel,7,0,2
BB Sran,SS Iyer,16,0,6
P Kumar,M Ntini,6,0,0
BB Sran,SR Watson,10,0,4
BB Sran,MS Dhoni,14,0,9
P Kumar,R Bhatia,3,0,4
BB Sran,C Munro,13,0,7
P Kumar,T Taibu,5,0,11
P Kumar,SP Narine,12,0,13
P Kumar,SPD Smith,36,0,49
P Kumar,SS Tiwary,29,0,12
P Kumar,ST Jayasuriya,19,0,16
BB Sran,Harbhajan Singh,4,0,1
P Kumar,SV Samson,50,0,30
P Kumar,Sandeep Sharma,3,0,2
BB Sran,HH Pandya,13,0,3
P Kumar,Shakib Al Hasan,4,0,10
P Kumar,Shoaib Malik,3,0,6
P Kumar,T Henderson,12,0,2
P Kumar,TL Suman,29,0,27
BB Sran,JPR Scantlebury-Searles,1,0,6
P Kumar,TM Dilshan,5,0,8
P Kumar,TM Srivastava,2,0,0
BB Sran,GJ Maxwell,8,0,4
BB Sran,GJ Bailey,12,0,7
P Kumar,Umar Gul,2,0,6
BB Sran,G Gambhir,47,0,30
BB Sran,CR Brathwaite,2,0,1
P Kumar,V Shankar,12,0,2
BB Sran,CH Gayle,28,0,27
P Kumar,WP Saha,31,0,35
P Kumar,Y Nagar,6,0,8
P Kumar,SP Fleming,22,0,15
P Kumar,SM Pollock,4,0,8
P Kumar,R Dhawan,4,0,6
BB Sran,M Vohra,23,0,36
BB Sran,MM Sharma,6,0,7
P Kumar,R Sathish,1,0,1
P Kumar,R Vinay Kumar,1,0,1
P Kumar,RA Jadeja,15,0,4
P Kumar,RA Tripathi,9,0,24
P Kumar,RE van der Merwe,3,0,6
BB Sran,MK Pandey,46,0,30
P Kumar,RJ Harris,2,0,3
P Kumar,RN ten Doeschate,8,0,2
P Kumar,RR Pant,4,0,2
